Cluster,Age_0_14_Pct,Age_15_64_Pct,Age_65_Plus_Pct,Income,Disposable_Income,Consumption,Higher_Education_Pct,Graduate_Pct,Avg_People_Per_HH,Lai_Hsiao_Pct,Hou_Chao_Pct,Ko_Wu_Pct
0,10.73,69.26285714285714,20.005714285714284,1136232.0,954892.1428571428,709347.3571428572,42.99928571428571,6.477142857142858,2.641428571428572,39.38428571428572,35.401428571428575,25.214285714285715
1,13.661666666666667,70.25666666666667,16.083333333333332,1654645.3333333333,1349409.1666666667,1031197.6666666666,56.675000000000004,11.891666666666666,2.9283333333333332,36.074999999999996,33.98333333333333,29.939999999999998
